Label	phylum	class	order	family	genus	species
u22322	.	.	.	.	.	.
u223268	.	.	.	.	.	.
u223331	Pisuviricota	.	.	.	.	.
u223354	Lenarviricota	Howeltoviricetes	.	.	.	.
u223393	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
u223530	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	Leviviridae sp.
u223563	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u223694	.	.	.	.	.	.
u223701	Duplornaviricota	Chrymotiviricetes	.	.	.	.
u223735	Kitrinoviricota	.	.	.	.	.
u223763	Kitrinoviricota_Duplornaviricota	Magsaviricetes	.	.	.	.
u22386	Pisuviricota_Duplornaviricota	Chrymotiviricetes	.	.	.	Beihai picobirna-like virus 5
u223887	.	.	.	.	.	.
u223919	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u223954	Kitrinoviricota	Magsaviricetes	.	.	.	.
u223974	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u224002	Pisuviricota	Pisoniviricetes	.	.	.	.
u224068	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u224075	Kitrinoviricota	.	.	.	.	.
u224107	.	.	.	.	.	.
u224179	Kitrinoviricota	Magsaviricetes	Nodamuvirales	.	.	.
u224185	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u224194	Lenarviricota	Allassoviricetes	.	.	.	.
u224230	Pisuviricota	.	.	.	.	.
u224281	Kitrinoviricota_Pisuviricota	Tolucaviricetes_Flasuviricetes_Alsuviricetes	.	.	.	.
u224453	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u224455	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u224516	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u224578	.	.	.	.	.	.
u224581	.	.	.	.	.	.
u224707	Lenarviricota	Howeltoviricetes	Cryppavirales	.	.	.
u22483	.	.	.	.	.	.
u224995	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u225061	.	.	.	.	.	.
u225106	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u225278	Pisuviricota	.	.	.	.	.
u225344	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales	.	.	.
u225375	.	.	.	.	.	.
u225508	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	.
u225510	.	.	.	.	.	.
u225520	.	.	.	.	.	.
u225569	.	.	.	.	.	.
u22562	Pisuviricota	Stelpaviricetes	.	.	.	.
u225681	Pisuviricota	Pisoniviricetes	.	.	.	.
u225755	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u225767	Pisuviricota	.	.	.	.	.
u225771	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u225778	.	.	.	.	.	.
u225799	Pisuviricota	Pisoniviricetes	.	.	.	.
u225800	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	.	.
u225897	Pisuviricota_Duplornaviricota	Chrymotiviricetes	.	.	.	.
u225976	Pisuviricota_Duplornaviricota	.	.	.	.	.
u225988	Pisuviricota_Duplornaviricota_Kitrinoviricota	Pisoniviricetes	.	.	.	.
u226017	Pisuviricota	Pisoniviricetes	.	.	.	.
u226020	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u226067	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u226216	.	.	.	.	.	.
u226271	.	.	.	.	.	.
u226358	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	.	.	.
u226392	Pisuviricota	Pisoniviricetes	.	.	.	.
u226408	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u226460	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C
u226492	Pisuviricota	Pisoniviricetes	Picornavirales	Marnaviridae	.	.
u226499	.	.	.	.	.	.
u226563	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u226566	.	.	.	.	.	.
u226695	Lenarviricota	Allassoviricetes	.	.	.	.
u226698	Lenarviricota	Howeltoviricetes	Cryppavirales	.	.	.
u226700	.	.	.	.	.	.
u226766	Kitrinoviricota	Magsaviricetes	.	.	.	.
u226845	.	.	.	.	.	.
u226916	.	.	.	.	.	.
u226948	.	.	.	.	.	.
u226978	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u226988	.	.	.	.	.	.
u227070	Duplornaviricota	Chrymotiviricetes	.	.	.	.
u227168	.	.	.	.	.	.
u227214	Kitrinoviricota	.	.	.	.	.
u227322	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Plasmopara viticola lesion associated ourmia-like virus 28
u227326	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u227331	Kitrinoviricota	Alsuviricetes	Martellivirales_Hepelivirales	Hepeviridae	.	.
u227368	.	.	.	.	.	.
u227394	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	.	.
u227426	Kitrinoviricota_Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	.	.
u227492	.	.	.	.	.	.
u227510	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u227522	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u227524	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u227604	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u227619	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u227788	Negarnaviricota	.	.	.	.	.
u227818	.	.	.	.	.	Hubei unio douglasiae virus 3
u227879	Duplornaviricota	.	.	.	.	.
u227901	.	.	.	.	.	.
u227932	Kitrinoviricota	Alsuviricetes	.	.	.	.
u227943	Kitrinoviricota_Pisuviricota	Magsaviricetes	Nodamuvirales	.	.	.
u227968	Lenarviricota	Miaviricetes	Ourlivirales	.	.	.
u227971	Lenarviricota	Allassoviricetes	.	.	.	.
u228030	.	.	.	.	.	.
u228067	Kitrinoviricota_Pisuviricota	.	.	.	.	.
u228088	Lenarviricota	Allassoviricetes	.	.	.	.
u228099	.	.	.	.	.	Hubei Beny-like virus 1
u228147	Kitrinoviricota	.	.	.	.	.
u228248	Pisuviricota	.	.	.	.	.
u22831	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus_Pegivirus	Hepacivirus C_Equine hepacivirus_Pegivirus sp._Pegivirus H_Pegivirus A_Pegivirus E_Hepacivirus A_Sifaka hepacivirus_Hepacivirus D_Hepacivirus N_Bovine hepacivirus_Hepacivirus F_Rodent hepacivirus_Hepacivirus P_Hepacivirus sp._Guangxi houndshark hepacivirus
u228321	.	.	.	.	.	.
u228363	Lenarviricota	Allassoviricetes	.	.	.	.
u228385	Pisuviricota	Duplopiviricetes	Durnavirales	.	.	.
u228396	Lenarviricota	Allassoviricetes	.	.	.	.
u228434	Pisuviricota	Pisoniviricetes	.	.	.	.
u228450	.	.	.	.	.	.
u228525	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u228578	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u228629	Lenarviricota	Miaviricetes_Howeltoviricetes_Amabiliviricetes	.	.	.	.
u228635	Kitrinoviricota	Alsuviricetes	.	.	.	.
u228817	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Tolucaviricetes	Sobelivirales	.	.	.
u228864	.	.	.	.	.	.
u228892	Pisuviricota	Duplopiviricetes	Durnavirales	.	.	.
u228944	Pisuviricota	Pisoniviricetes	.	.	.	.
u228994	.	.	.	.	.	.
u228997	.	.	.	.	.	.
u229028	Pisuviricota	Pisoniviricetes	.	.	.	.
u229059	Pisuviricota_Kitrinoviricota	Tolucaviricetes	.	.	.	.
u229101	.	.	.	.	.	.
u229186	Pisuviricota	.	.	.	.	.
u229324	Pisuviricota	.	.	.	.	.
u229376	Pisuviricota	.	.	.	.	.
u229415	Pisuviricota	Duplopiviricetes	.	.	.	.
u229485	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u22949	.	.	.	.	.	.
u229603	.	.	.	.	.	.
u229667	Lenarviricota_Kitrinoviricota	.	.	.	.	.
u229683	Kitrinoviricota_Pisuviricota	Alsuviricetes	.	.	.	.
u229777	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Tombusvirus	.
u229827	Kitrinoviricota	.	.	.	.	.
u230032	.	.	.	.	.	.
u230044	.	.	.	.	.	.
u230053	Pisuviricota_Duplornaviricota	Stelpaviricetes	.	.	.	.
u230108	Lenarviricota	Allassoviricetes	.	.	.	.
u230143	.	.	.	.	.	.
u230205	.	.	.	.	.	.
u230252	Lenarviricota	Allassoviricetes	.	.	.	.
u230274	Lenarviricota	Allassoviricetes	.	.	.	.
u230339	Lenarviricota	Allassoviricetes	.	.	.	.
u230366	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u230402	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	.
u230443	Lenarviricota	Howeltoviricetes	.	.	.	.
u230460	Duplornaviricota	Chrymotiviricetes	.	.	.	.
u230507	Negarnaviricota	Ellioviricetes	.	.	.	.
u230556	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u230562	Kitrinoviricota	.	.	.	.	.
u230575	Pisuviricota	Pisoniviricetes	Sobelivirales	.	.	.
u230608	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u230634	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u230738	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	Leviviridae sp.
u230780	Lenarviricota	Allassoviricetes	.	.	.	.
u230785	Pisuviricota	Pisoniviricetes	.	.	.	.
u230819	.	.	.	.	.	.
u230852	.	.	.	.	.	.
u230867	.	.	.	.	.	.
u230905	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	.	.
u230948	Pisuviricota_Kitrinoviricota	Pisoniviricetes	.	.	.	.
u230977	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u231086	.	.	.	.	.	.
u231205	Pisuviricota	Pisoniviricetes	.	.	.	.
u231269	Pisuviricota_Duplornaviricota	Pisoniviricetes	.	.	.	.
u231309	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u231329	Negarnaviricota	Ellioviricetes	.	.	.	.
u231342	.	.	.	.	.	.
u231394	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u231452	Kitrinoviricota_Pisuviricota	Tolucaviricetes	.	.	.	.
u231529	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u231555	Kitrinoviricota	.	.	.	.	.
u23157	Kitrinoviricota	.	.	.	.	.
u231587	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u231591	Lenarviricota	Allassoviricetes	.	.	.	.
u231594	.	.	.	.	.	.
u231595	Lenarviricota	Miaviricetes	.	.	.	.
u231663	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u23167	.	.	.	.	.	Wenling hepe-like virus 3
u231772	Pisuviricota	Stelpaviricetes	.	.	.	.
u23189	.	.	.	.	.	.
u231918	.	.	.	.	.	.
u231969	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Sadwavirus	Strawberry latent ringspot virus_Cnidium vein yellowing virus 1_Satsuma dwarf virus
u23197	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	.	Riboviria sp.
u23209	.	.	.	.	.	.
u232123	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	.	.	.
u232218	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Giardiavirus	Gigaspora margarita giardia-like virus 1
u232269	.	.	.	.	.	.
u23229	Pisuviricota_Kitrinoviricota	Duplopiviricetes_Pisoniviricetes	.	.	.	.
u232360	Negarnaviricota	Monjiviricetes	Jingchuvirales	.	.	.
u232613	Lenarviricota	.	.	.	.	.
u232652	Lenarviricota_Kitrinoviricota	Howeltoviricetes_Amabiliviricetes	Wolframvirales	.	.	.
u232822	.	.	.	.	.	.
u232932	Duplornaviricota	.	.	.	.	.
u232939	Kitrinoviricota	Magsaviricetes	.	.	.	.
u233037	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u233061	Kitrinoviricota_Pisuviricota	Magsaviricetes	.	.	.	.
u233091	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u233158	.	.	.	.	.	Beihai toti-like virus 3
u233167	Pisuviricota	.	.	.	.	.
u233194	Kitrinoviricota_Pisuviricota	.	.	.	.	.
u233277	.	.	.	.	.	.
u233287	.	.	.	.	.	.
u233294	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pegivirus	Porcine pegivirus
u233296	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u233308	.	.	.	.	.	.
u233399	.	.	.	.	.	.
u233432	.	.	.	.	.	.
u233553	Lenarviricota	Howeltoviricetes	Cryppavirales	.	.	.
u233557	Lenarviricota	Allassoviricetes	.	.	.	.
u233635	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u233733	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u233801	Pisuviricota	Pisoniviricetes	.	.	.	.
u233814	.	.	.	.	.	.
u233828	Kitrinoviricota	Alsuviricetes	.	.	.	.
u233889	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u233953	Pisuviricota	.	.	.	.	.
u233976	Kitrinoviricota_Pisuviricota_Duplornaviricota	Magsaviricetes_Alsuviricetes_Pisoniviricetes	.	.	.	.
u23399	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus_Sapelovirus_Rabovirus_Shanbavirus_Bopivirus_Teschovirus_Hunnivirus	Bat picornavirus 2_Rhinovirus A_Niviventer confucianus picornavirus_Feline picornavirus_Enterovirus G_Ovine picornavirus_Shanbavirus A_Enterovirus B_Rabovirus A_Apodemus agrarius picornavirus_Rhinovirus B_Rhinovirus C_Bopivirus A_Enterovirus C_Enterovirus H_Enterovirus E_Picornavirales sp._Human rhinovirus sp._Enterovirus F_Sapelovirus A_Teschovirus A_Porcine teschovirus 15
u233991	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u234022	Pisuviricota	Pisoniviricetes	.	.	.	.
u234103	Kitrinoviricota	Alsuviricetes	.	.	.	.
u234125	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u234145	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	.	.
u234162	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u234275	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	Beihai mollusks virus 1
u234299	Negarnaviricota	Yunchangviricetes	Goujianvirales	Yueviridae	Yuyuevirus	.
u234347	Pisuviricota_Kitrinoviricota	Tolucaviricetes	.	.	.	.
u234406	Pisuviricota	Duplopiviricetes_Pisoniviricetes	Durnavirales	Picobirnaviridae	.	.
u234457	Pisuviricota	.	.	.	.	.
u234467	.	.	.	.	.	.
u234511	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u234601	Lenarviricota	Howeltoviricetes	Cryppavirales	.	.	.
u234665	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u234668	Duplornaviricota	Chrymotiviricetes	.	.	.	.
u234678	Kitrinoviricota_Pisuviricota	Pisoniviricetes_Tolucaviricetes	Tolivirales_Sobelivirales	Luteoviridae_Solemoviridae	.	Norway luteo-like virus 1_Motts Mill virus
u234689	Lenarviricota	Howeltoviricetes	.	.	.	.
u234753	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	.	.
u234857	.	.	.	.	.	.
u234895	Lenarviricota	.	.	.	.	.
u234913	Lenarviricota	Allassoviricetes	.	.	.	.
u234977	Lenarviricota	Allassoviricetes	.	.	.	.
u235010	.	.	.	.	.	.
u235046	Kitrinoviricota_Pisuviricota	Alsuviricetes_Stelpaviricetes	Martellivirales	Togaviridae	Alphavirus	.
u235083	Kitrinoviricota	Alsuviricetes	.	.	.	.
u235120	.	.	.	.	.	.
u235233	.	.	.	.	.	.
u235265	Pisuviricota	.	.	.	.	.
u235322	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u23534	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Closterovirus_Ampelovirus_Crinivirus	Citrus tristeza virus_Grapevine leafroll-associated virus 2_Blackcurrant leafroll-associated virus 1_Beet yellows virus_Carnation necrotic fleck virus_Carrot yellow leaf virus_Grapevine leafroll-associated virus 4_Pineapple mealybug wilt-associated virus 1_Pineapple mealybug wilt-associated virus 3_Pineapple mealybug wilt-associated virus 5_Grapevine leafroll-associated virus 5_Actinidia virus 1_Persimmon virus B_Tomato chlorosis virus_Blackberry yellow vein-associated virus_Tomato infectious chlorosis virus_Strawberry pallidosis-associated virus_Sweet potato chlorotic stunt virus_Cucurbit yellow stunting disorder virus_Arracacha latent virus C_Olive leaf yellowing-associated virus_Grapevine leafroll-associated virus 3_Pineapple mealybug wilt-associated virus 2_Grapevine leafroll-associated virus 1
u235366	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u235395	.	.	.	.	.	.
u235431	.	.	.	.	.	.
u235491	.	.	.	.	.	.
u235568	Kitrinoviricota_Pisuviricota	Tolucaviricetes_Pisoniviricetes	Tolivirales_Sobelivirales	Luteoviridae	.	.
u235585	Kitrinoviricota_Pisuviricota	Alsuviricetes	Martellivirales	.	.	.
u235590	Kitrinoviricota	Alsuviricetes	Tymovirales	Gammaflexiviridae	.	.
u235668	Pisuviricota	.	.	.	.	.
u235747	Kitrinoviricota_Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus_Mischivirus_Sapelovirus_Rabovirus_Shanbavirus	Rhinovirus C_Picornavirales sp._Rhinovirus B_Mischivirus D_Rabovirus A_Apodemus agrarius picornavirus_Sapelovirus B_Rhinovirus A_Enterovirus F_Shanbavirus A
u235749	Pisuviricota	Pisoniviricetes	.	.	.	.
u235886	Kitrinoviricota_Pisuviricota	Tolucaviricetes	.	.	.	.
u235969	Lenarviricota	Allassoviricetes	.	.	.	.
u236028	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Tolucaviricetes	Sobelivirales_Tolivirales	.	.	Riboviria sp.
u236034	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
u236071	Kitrinoviricota	Alsuviricetes	Tymovirales	.	.	.
u236074	Pisuviricota	.	.	.	.	.
u23612	Lenarviricota	Amabiliviricetes_Miaviricetes	Wolframvirales	Narnaviridae	.	.
u236420	.	.	.	.	.	.
u236543	.	.	.	.	.	.
u236594	Pisuviricota	Duplopiviricetes	.	.	.	.
u236613	Pisuviricota	Pisoniviricetes	.	.	.	.
u236614	Negarnaviricota	Monjiviricetes	Mononegavirales	.	.	.
u236669	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u236737	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	.	.
u236792	Lenarviricota	Allassoviricetes	.	.	.	.
u236873	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u236930	Pisuviricota	.	.	.	.	.
u236968	Pisuviricota	Pisoniviricetes_Duplopiviricetes	.	.	.	.
u236980	.	.	.	.	.	.
u237023	Pisuviricota	.	.	.	.	.
u237115	.	.	.	.	.	.
u237131	.	.	.	.	.	.
u237255	.	.	.	.	.	.
u237259	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u237262	Kitrinoviricota_Pisuviricota	Tolucaviricetes	.	.	.	.
u237275	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Pasivirus	Pasivirus A
u237302	Pisuviricota	Pisoniviricetes	.	.	.	.
u237351	Pisuviricota	Duplopiviricetes	.	.	.	.
u237395	Negarnaviricota_Pisuviricota	.	.	.	.	.
u237448	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Highlands J virus_Venezuelan equine encephalitis virus_Western equine encephalitis virus_Chikungunya virus_Mayaro virus_Salmon pancreas disease virus_Getah virus_Eastern equine encephalitis virus_Sindbis virus_Semliki Forest virus_Ndumu virus_Ross River virus_Barmah Forest virus_Madariaga virus_Aura virus_Onyong-nyong virus_Middelburg virus
u237461	.	.	.	.	.	.
u237555	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u237608	Kitrinoviricota_Pisuviricota	Tolucaviricetes	Tolivirales	.	.	.
u237622	.	.	.	.	.	.
u237677	.	.	.	.	.	.
u23782	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u237986	.	.	.	.	.	.
u238053	Kitrinoviricota	Magsaviricetes	Nodamuvirales	.	.	.
u238128	.	.	.	.	.	.
u238166	Pisuviricota	.	.	.	.	.
u238237	Kitrinoviricota	Alsuviricetes	Martellivirales	.	.	.
u238260	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	.	.
u238388	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus_Sapelovirus_Mischivirus_Shanbavirus	Enterovirus A_Enterovirus B_Enterovirus C_Mischivirus D_Enterovirus J_Enterovirus sp._Shanbavirus A_Enterovirus G_Enterovirus E_Enterovirus F_Enterovirus D_Rhinovirus A_Rhinovirus C_Goat enterovirus_Sapelovirus A_Rhinovirus B
u238401	Pisuviricota	Pisoniviricetes	.	.	.	.
u238453	Lenarviricota	Miaviricetes	.	.	.	.
u238473	.	.	.	.	.	.
u238499	Lenarviricota	Allassoviricetes	.	.	.	.
u238626	Negarnaviricota	Ellioviricetes	.	.	.	.
u238630	.	.	.	.	.	.
u23873	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Platypuvirus	Donkey orchid symptomless virus
u239078	Pisuviricota	Duplopiviricetes	.	.	.	.
u239139	Pisuviricota	Pisoniviricetes	.	.	.	.
u239159	Pisuviricota	Duplopiviricetes_Pisoniviricetes	Durnavirales	Picobirnaviridae	.	.
u239176	.	.	.	.	.	.
u239183	Kitrinoviricota_Pisuviricota	Alsuviricetes_Stelpaviricetes_Tolucaviricetes	.	.	.	.
u239266	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u239271	.	.	.	.	.	.
u239329	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	.	Australian Anopheles totivirus_Pisingos virus_Aedes aegypti totivirus
u239337	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u239362	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u239368	Pisuviricota	.	.	.	.	.
u239373	Duplornaviricota_Pisuviricota	.	.	.	.	.
u239384	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u239427	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	.	.	.
u239465	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Deltapartitivirus	.
u239467	.	.	.	.	.	.
u239470	Pisuviricota	.	.	.	.	.
u239473	Pisuviricota	.	.	.	.	.
u239499	Kitrinoviricota	.	.	.	.	.
u239534	Kitrinoviricota	Alsuviricetes	.	.	.	.
u239551	.	.	.	.	.	.
u239585	Lenarviricota_Kitrinoviricota	Amabiliviricetes_Howeltoviricetes	Wolframvirales_Cryppavirales	Narnaviridae	.	Knope narna-like virus
u239587	Kitrinoviricota	.	.	.	.	.
u239618	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae_Partitiviridae	.	Lysoka partiti-like virus
u239944	Lenarviricota	Allassoviricetes	.	.	.	.
u240003	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u240065	Kitrinoviricota	Magsaviricetes	.	.	.	.
u240142	.	.	.	.	.	.
u240171	Lenarviricota	Miaviricetes	.	.	.	.
u240257	.	.	.	.	.	.
u240393	Pisuviricota	Pisoniviricetes	.	.	.	.
u240451	Pisuviricota	.	.	.	.	.
u240466	Lenarviricota	Allassoviricetes	.	.	.	.
u240625	.	.	.	.	.	.
u24066	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	.
u240705	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u240728	Lenarviricota	Howeltoviricetes	.	.	.	.
u240746	.	.	.	.	.	.
u240796	Pisuviricota	Pisoniviricetes	.	.	.	.
u240841	Kitrinoviricota	Magsaviricetes	.	.	.	.
u240848	Pisuviricota	Duplopiviricetes	.	.	.	.
u240867	Lenarviricota	Amabiliviricetes	Wolframvirales	.	.	.
u240889	Pisuviricota	.	.	.	.	.
u240950	.	.	.	.	.	.
u240998	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales	.	.	.
u241022	Pisuviricota	.	.	.	.	.
u241024	.	.	.	.	.	.
u241025	Kitrinoviricota	.	.	.	.	.
u241033	.	.	.	.	.	.
u241081	Kitrinoviricota_Duplornaviricota	Tolucaviricetes_Chrymotiviricetes	Tolivirales	.	.	.
u241136	Pisuviricota_Kitrinoviricota	Alsuviricetes_Tolucaviricetes	.	.	.	.
u241215	Lenarviricota	Miaviricetes_Amabiliviricetes	Ourlivirales_Wolframvirales	Botourmiaviridae_Narnaviridae	Ourmiavirus	.
u241265	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u241314	Lenarviricota	Howeltoviricetes	Cryppavirales	.	.	.
u241331	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u241374	Lenarviricota	Allassoviricetes	.	.	.	.
u241418	Pisuviricota	.	.	.	.	.
u241591	.	.	.	.	.	.
u241680	.	.	.	.	.	.
u241762	Lenarviricota	Allassoviricetes	.	.	.	.
u241858	Kitrinoviricota	Magsaviricetes	.	.	.	.
u241894	Lenarviricota	Allassoviricetes	.	.	.	.
u24193	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Duck hepacivirus
u241955	.	.	.	.	.	.
u242012	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	.	.
u242060	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u242181	Lenarviricota	Allassoviricetes	.	.	.	.
u242306	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus_Caliciviridae sp.
u242690	.	.	.	.	.	.
u242728	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u242772	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u242850	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u24294	Pisuviricota	Duplopiviricetes	Durnavirales	.	.	.
u242997	.	.	.	.	.	.
u243023	Lenarviricota	Miaviricetes	Ourlivirales	.	.	.
u243046	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u243067	Pisuviricota	Pisoniviricetes	.	.	.	.
u243071	.	.	.	.	.	.
u243091	.	.	.	.	.	.
u243098	Lenarviricota	Allassoviricetes	.	.	.	.
u243137	Lenarviricota	Allassoviricetes	.	.	.	.
u243182	Lenarviricota	Allassoviricetes	.	.	.	.
u243290	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae_Nyamiviridae	Sclerotimonavirus	Soybean cyst nematode nyami-like virus
u243330	Lenarviricota	Amabiliviricetes	Wolframvirales	.	.	.
u243334	Pisuviricota	Duplopiviricetes	.	.	.	.
u243339	Lenarviricota	Allassoviricetes	.	.	.	.
u243461	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	.	.
u243495	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	Leviviridae sp.
u243545	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u243556	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
