Label	phylum	class	order	family	genus	species
u243618	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales_Wolframvirales	Mitoviridae	Mitovirus	Erigeron breviscapus mitovirus 1
u243715	Kitrinoviricota	Alsuviricetes	.	.	.	.
u243904	.	.	.	.	.	.
u243972	.	.	.	.	.	.
u243990	Lenarviricota	Howeltoviricetes	Cryppavirales	.	.	.
u244107	Kitrinoviricota_Pisuviricota	Magsaviricetes	Nodamuvirales	.	.	.
u244195	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	Leviviridae sp.
u244199	.	.	.	.	.	.
u244236	Pisuviricota	.	.	.	.	.
u244262	Pisuviricota_Kitrinoviricota	.	.	.	.	.
u244366	.	.	.	.	.	.
u244425	Kitrinoviricota	Magsaviricetes	.	.	.	.
u24447	Negarnaviricota_Pisuviricota	.	.	.	.	.
u244504	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u244515	Pisuviricota	Duplopiviricetes	.	.	.	.
u244543	Lenarviricota	Howeltoviricetes	.	.	.	.
u244560	Negarnaviricota	Insthoviricetes	.	.	.	.
u24471	Negarnaviricota	Yunchangviricetes	Goujianvirales	Yueviridae	.	.
u244757	.	.	.	.	.	.
u244778	Kitrinoviricota_Pisuviricota	Magsaviricetes	.	.	.	.
u244779	Pisuviricota	Duplopiviricetes	.	.	.	.
u244852	.	.	.	.	.	.
u244887	Kitrinoviricota	.	.	.	.	.
u244949	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u245004	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u245132	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u245166	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u245207	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u245239	Pisuviricota	Duplopiviricetes_Pisoniviricetes	Picornavirales_Durnavirales	Picornaviridae	Avisivirus	Avisivirus A
u245293	Kitrinoviricota_Pisuviricota	Tolucaviricetes_Stelpaviricetes	.	.	.	.
u245321	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u245345	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	.
u245347	.	.	.	.	.	.
u245458	Lenarviricota	Howeltoviricetes	Cryppavirales	.	.	.
u245491	Lenarviricota	Allassoviricetes	.	.	.	.
u24556	Pisuviricota	.	.	.	.	.
u245604	Pisuviricota	Pisoniviricetes	.	.	.	.
u245620	Pisuviricota_Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u245633	.	.	.	.	.	.
u245667	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u24575	.	.	.	.	.	Wuhan heteroptera virus 1
u245762	Pisuviricota	.	.	.	.	.
u245775	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u245783	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	.	.
u245799	Pisuviricota	Pisoniviricetes	.	.	.	.
u245840	.	.	.	.	.	.
u245908	Pisuviricota_Kitrinoviricota	.	.	.	.	.
u245928	Lenarviricota	Allassoviricetes	.	.	.	.
u245929	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u245972	Lenarviricota	Allassoviricetes	.	.	.	.
u246017	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus_Victorivirus	Magnaporthe oryzae virus 2
u246029	.	.	.	.	.	.
u246037	Negarnaviricota	Ellioviricetes	.	.	.	.
u24609	Pisuviricota_Kitrinoviricota	Pisoniviricetes	.	.	.	.
u246111	Pisuviricota	Pisoniviricetes	.	.	.	.
u246124	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales_Wolframvirales	.	.	.
u246139	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u24622	Pisuviricota_Kitrinoviricota	Pisoniviricetes	Sobelivirales	.	.	.
u246224	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u246229	Pisuviricota	.	.	.	.	.
u246401	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u246407	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	Mitovirus sp.
u246443	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae_Luteoviridae	Aureusvirus_Pelarspovirus_Panicovirus_Tombusvirus	Cucumber leaf spot virus_Pothos latent virus_Elderberry aureusvirus 1
u246453	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u246512	Kitrinoviricota	.	.	.	.	.
u246541	Pisuviricota	.	.	.	.	.
u246564	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	Picornavirales sp.
u246583	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u246586	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u246625	Kitrinoviricota	Magsaviricetes	Nodamuvirales	.	.	.
u246635	Lenarviricota	Allassoviricetes	.	.	.	.
u24667	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae_Tobaniviridae	Betacoronavirus_Alphacoronavirus_Gammacoronavirus_Deltacoronavirus	Longquan Aa mouse coronavirus_Severe acute respiratory syndrome-related coronavirus_Alphacoronavirus 1_Avian coronavirus_Porcine epidemic diarrhea virus_Human coronavirus HKU1_Human coronavirus 229E_Coronaviridae sp._Pigeon-dominant Coronavirus_Middle East respiratory syndrome-related coronavirus_Rodent coronavirus_Betacoronavirus 1_Beluga whale coronavirus SW1_Rousettus bat coronavirus HKU9_Wencheng Sm shrew coronavirus_Miniopterus bat coronavirus HKU8_Human coronavirus NL63_Bat alphacoronavirus_Miniopterus bat coronavirus 1_Ferret coronavirus_Bat coronavirus_Murine coronavirus_Hedgehog coronavirus 1_Alphacoronavirus sp._Lushi Ml bat coronavirus_Swine acute diarrhea syndrome coronavirus_Coronavirus BtRt-BetaCoV/GX2018_Mystacina coronavirus New Zealand/2013_Pangolin coronavirus_Lucheng Rn rat coronavirus_Longquan Rl rat coronavirus_Betacoronavirus sp._Tylonycteris bat coronavirus HKU4_Rabbit coronavirus HKU14_Bat coronavirus HKU10_Pipistrellus bat coronavirus HKU5_Rousettus bat coronavirus GCCDC1_NL63-related bat coronavirus strain BtKYNL63-9b_Coronavirus HKU15_Quail coronavirus UAE-HKU30_Sparrow deltacoronavirus
u246693	Pisuviricota	Pisoniviricetes	.	.	.	.
u246704	.	.	.	.	.	.
u246745	Duplornaviricota_Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u246950	Kitrinoviricota	.	.	.	.	.
u247179	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u247438	.	.	.	.	.	.
u247557	.	.	.	.	.	.
u247592	Lenarviricota_Duplornaviricota_Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	.
u247602	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u247608	Pisuviricota	Duplopiviricetes	Durnavirales	.	.	.
u247620	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	Leviviridae sp.
u247691	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u248022	.	.	.	.	.	.
u248113	Pisuviricota	.	.	.	.	.
u248130	Negarnaviricota	.	.	.	.	.
u248168	Kitrinoviricota	.	.	.	.	.
u248184	.	.	.	.	.	.
u248186	Lenarviricota	Allassoviricetes	.	.	.	.
u248431	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u248447	Lenarviricota	Howeltoviricetes	.	.	.	.
u248451	Pisuviricota	.	.	.	.	.
u248485	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u248518	Lenarviricota	Howeltoviricetes	.	.	.	.
u248562	Pisuviricota	Duplopiviricetes	.	.	.	.
u248618	Lenarviricota	Allassoviricetes	.	.	.	.
u248654	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Tolucaviricetes	.	.	.	.
u248829	.	.	.	.	.	.
u24890	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
u24898	Negarnaviricota	Ellioviricetes	Bunyavirales	.	.	.
u249007	.	.	.	.	.	.
u249011	Lenarviricota	Miaviricetes	.	.	.	.
u249030	Kitrinoviricota	.	.	.	.	Hubei tombus-like virus 24
u249092	.	.	.	.	.	.
u249190	Lenarviricota	Allassoviricetes	.	.	.	.
u249210	Lenarviricota	Allassoviricetes	.	.	.	.
u24929	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
u249324	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u249436	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u249455	Kitrinoviricota	.	.	.	.	.
u249471	Pisuviricota	.	.	.	.	.
u249516	Pisuviricota	.	.	.	.	.
u249528	Kitrinoviricota_Pisuviricota	Magsaviricetes	Nodamuvirales	.	.	Plasmopara halstedii virus A
u249543	Lenarviricota	Allassoviricetes	.	.	.	.
u249793	Negarnaviricota	Monjiviricetes	Jingchuvirales	.	.	.
u24994	Negarnaviricota	Insthoviricetes_Ellioviricetes	Articulavirales_Bunyavirales	Orthomyxoviridae	Isavirus_Alphainfluenzavirus_Betainfluenzavirus_Gammainfluenzavirus_Deltainfluenzavirus_Thogotovirus	Pilchard orthomyxovirus_Barns Ness dog whelk orthomyxo-like virus 1_Influenza A virus_Influenza B virus_Influenza C virus_Influenza D virus_Salmon isavirus_Dhori thogotovirus_Bourbon virus_Thogoto thogotovirus
u249987	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u249992	Pisuviricota	.	.	.	.	.
u250006	Pisuviricota	Duplopiviricetes	.	.	.	.
u250145	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u250161	Kitrinoviricota_Pisuviricota	Magsaviricetes_Alsuviricetes_Pisoniviricetes	Nodamuvirales_Picornavirales	Nodaviridae	Betanodavirus	Betanodavirus sp._Redspotted grouper nervous necrosis virus_Barfin flounder nervous necrosis virus_Striped jack nervous necrosis virus_Craigies Hill virus_Hubei noda-like virus 13
u250187	Pisuviricota	.	.	.	.	.
u250369	Lenarviricota	Howeltoviricetes	Cryppavirales	.	.	.
u250528	Lenarviricota	Allassoviricetes	.	.	.	.
u250664	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u250705	Pisuviricota	.	.	.	.	.
u250806	.	.	.	.	.	.
u250813	Lenarviricota	Allassoviricetes	.	.	.	.
u250877	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	Leviviridae sp.
u250913	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae_Luteoviridae	.	.
u250933	Lenarviricota	Howeltoviricetes	.	.	.	.
u250964	Kitrinoviricota	Alsuviricetes	.	.	.	.
u250990	Lenarviricota	Allassoviricetes	.	.	.	.
u250999	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u251088	.	.	.	.	.	.
u251097	Pisuviricota_Kitrinoviricota	.	.	.	.	.
u251114	Pisuviricota	.	.	.	.	.
u251126	.	.	.	.	.	.
u251177	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u251201	.	.	.	.	.	.
u251329	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u251430	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u251444	Lenarviricota	Amabiliviricetes	.	.	.	.
u251635	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus_Avastrovirus	Astroviridae sp._Turkey astrovirus_Avastrovirus 1_Canine astrovirus
u25165	Pisuviricota	Pisoniviricetes	Nidovirales	Arteriviridae	Deltaarterivirus_Epsilonarterivirus_Gammaarterivirus_Etaarterivirus_Alphaarterivirus_Thetaarterivirus_Iotaarterivirus_Betaarterivirus	Deltaarterivirus hemfev_Porcine reproductive and respiratory syndrome virus_Epsilonarterivirus safriver_Arteriviridae sp._Gammaarterivirus lacdeh_Etaarterivirus ugarco 1_Southwest baboon virus 1_Alphaarterivirus equid_Thetaarterivirus mikelba 1_Deltaarterivirus pejah_Betaarterivirus suid 2
u251756	Duplornaviricota_Kitrinoviricota	Magsaviricetes	.	.	.	.
u251964	.	.	.	.	.	.
u252017	Pisuviricota	Duplopiviricetes	.	.	.	.
u252099	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u252102	Pisuviricota	.	.	.	.	.
u252112	Kitrinoviricota	Alsuviricetes	Tymovirales	.	.	.
u252190	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u252229	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Aalivirus	Picornaviridae sp._Chicken orivirus 1
u252281	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	.
u252289	Lenarviricota	Allassoviricetes	.	.	.	.
u252374	.	.	.	.	.	.
u252422	Pisuviricota_Kitrinoviricota	Pisoniviricetes	Picornavirales	.	Husavirus_Posavirus	Perth bee virus 8_Husavirus sp._Posavirus sp._Basavirus sp._Rasavirus sp._Posavirus 1_Husa-like virus KS-2016a_Posavirus 4
u252545	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi6
u252552	.	.	.	.	.	.
u252599	Pisuviricota	.	.	.	.	.
u252611	Lenarviricota	Amabiliviricetes	.	.	.	.
u252731	.	.	.	.	.	.
u252813	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	.	Wuhan aphid virus 1_Wuhan aphid virus 2
u252839	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	.	.
u252865	Negarnaviricota	Monjiviricetes	Jingchuvirales	Chuviridae	.	.
u252917	Pisuviricota	.	.	.	.	.
u252952	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u25313	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus
u253142	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u253150	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u253322	Kitrinoviricota	Magsaviricetes	Nodamuvirales	Sinhaliviridae	Sinaivirus	Wuhan insect virus 21_Lake Sinai virus_Lake Sinai virus 1_Lake Sinai virus 2_Lake Sinai virus 3_Chronic bee paralysis virus_Dansoman virus
u253538	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u253618	Pisuviricota	Duplopiviricetes_Pisoniviricetes	Durnavirales	Partitiviridae_Picobirnaviridae	.	Atrato Partiti-like virus 3
u253650	Negarnaviricota	Monjiviricetes	.	.	.	.
u253656	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae_Polycipiviridae	Dicipivirus_Sopolycivirus	Cadicivirus A
u253667	Kitrinoviricota_Pisuviricota	Tolucaviricetes_Pisoniviricetes	.	.	.	.
u25368	Duplornaviricota_Pisuviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Giardiavirus	Gigaspora margarita giardia-like virus 1
u253700	Kitrinoviricota_Pisuviricota	Alsuviricetes_Stelpaviricetes	.	.	.	.
u253704	Pisuviricota_Kitrinoviricota	.	.	.	.	.
u253709	Lenarviricota	Miaviricetes_Amabiliviricetes	Wolframvirales	.	.	.
u253712	.	.	.	.	.	.
u253713	.	.	.	.	.	.
u253761	Pisuviricota	Pisoniviricetes	.	.	.	.
u253824	Lenarviricota	Allassoviricetes	.	.	.	.
u25385	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Sclerotinia sclerotiorum hypovirus 6
u253898	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u253924	Kitrinoviricota	Alsuviricetes	Tymovirales	.	.	.
u253943	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u253987	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u254060	.	.	.	.	.	.
u254101	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Vesiculovirus_Ohlsrhavirus	Culex ohlsrhavirus_Ohlsdorf ohlsrhavirus
u254186	Lenarviricota	Amabiliviricetes	Wolframvirales	.	.	.
u254264	Lenarviricota	Miaviricetes	.	.	.	.
u254265	Kitrinoviricota	Alsuviricetes	.	.	.	.
u254278	.	.	.	.	.	.
u254279	.	.	.	.	.	.
u254363	Kitrinoviricota_Pisuviricota_Duplornaviricota	.	.	.	.	.
u254392	.	.	.	.	.	.
u254423	.	.	.	.	.	.
u254505	.	.	.	.	.	.
u254511	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Homalodisca coagulata virus 1
u254561	Negarnaviricota	Monjiviricetes	Mononegavirales	.	.	.
u254619	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u254634	.	.	.	.	.	.
u254657	Pisuviricota	Pisoniviricetes	.	.	.	.
u254831	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u254872	.	.	.	.	.	.
u254887	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u254913	Lenarviricota_Kitrinoviricota	Amabiliviricetes_Howeltoviricetes	Wolframvirales_Cryppavirales	Narnaviridae	.	.
u255010	.	.	.	.	.	.
u255080	.	.	.	.	.	.
u255139	Lenarviricota	Allassoviricetes	.	.	.	.
u255142	Pisuviricota_Kitrinoviricota	Magsaviricetes	Nodamuvirales	.	.	.
u255184	.	.	.	.	.	.
u255204	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u255238	Lenarviricota	Allassoviricetes	.	.	.	.
u255279	.	.	.	.	.	.
u255306	.	.	.	.	.	.
u255334	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u255354	Lenarviricota	Miaviricetes	Ourlivirales	.	.	.
u255429	Kitrinoviricota_Pisuviricota	Tolucaviricetes	Tolivirales	.	.	.
u255439	.	.	.	.	.	.
u255447	Pisuviricota	.	.	.	.	.
u255511	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u255555	.	.	.	.	.	.
u255626	Pisuviricota	Stelpaviricetes	.	.	.	.
u255641	Lenarviricota	Allassoviricetes	.	.	.	.
u255713	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	.	.
u255753	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Tolucaviricetes	Sobelivirales	.	.	.
u256019	.	.	.	.	.	.
u256044	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u256220	Kitrinoviricota	.	.	.	.	.
u256267	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u256310	Lenarviricota	Howeltoviricetes	.	.	.	.
u256396	Pisuviricota	Pisoniviricetes	.	.	.	.
u25642	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	.	.
u25643	Negarnaviricota	Ellioviricetes	Bunyavirales	.	.	.
u25646	Pisuviricota	Pisoniviricetes	.	.	.	.
u256582	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u256604	Kitrinoviricota_Pisuviricota	Magsaviricetes	Nodamuvirales	.	.	.
u256612	Pisuviricota	.	.	.	.	.
u256643	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u256661	Pisuviricota	Pisoniviricetes	.	.	.	.
u256706	Pisuviricota	Pisoniviricetes	.	.	.	.
u256777	Pisuviricota	Duplopiviricetes	Durnavirales	.	.	.
u256866	Kitrinoviricota	.	.	.	.	.
u256898	.	.	.	.	.	.
u257081	Kitrinoviricota	.	.	.	.	.
u257086	Kitrinoviricota	Alsuviricetes	.	.	.	.
u257092	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u257102	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u257151	.	.	.	.	.	.
u257218	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u257266	.	.	.	.	.	.
u257294	.	.	.	.	.	.
u257317	Negarnaviricota	Ellioviricetes	Bunyavirales	.	.	.
u257347	Pisuviricota	Pisoniviricetes	.	.	.	.
u257378	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u257426	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u257458	Lenarviricota	Allassoviricetes	.	.	.	.
u257506	Kitrinoviricota_Pisuviricota	Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u257517	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u257521	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u257570	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u257604	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u25763	Negarnaviricota	Ellioviricetes	.	.	.	.
u257648	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u257664	Pisuviricota	Duplopiviricetes_Pisoniviricetes	Durnavirales_Sobelivirales	Fusariviridae_Hypoviridae_Barnaviridae	Hypovirus_Barnavirus	Botrytis cinerea fusarivirus 1_Neofusicoccum luteum fusarivirus 1_Sodiomyces alkalinus fusarivirus 1_Monilinia barnavirus J_Neurospora crassa fusarivirus 1
u257736	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	Leviviridae sp.
u257821	.	.	.	.	.	.
u257831	Kitrinoviricota	.	.	.	.	.
u257848	.	.	.	.	.	.
u257948	Pisuviricota	Pisoniviricetes	Sobelivirales	.	.	.
u257952	Kitrinoviricota	Alsuviricetes	.	.	.	.
u258059	.	.	.	.	.	.
u258085	Pisuviricota	.	.	.	.	.
u258145	.	.	.	.	.	.
u258161	.	.	.	.	.	.
u258184	Lenarviricota	Miaviricetes_Amabiliviricetes	Ourlivirales	Botourmiaviridae	.	.
u258252	.	.	.	.	.	.
u258320	Pisuviricota	.	.	.	.	.
u258342	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u258461	Pisuviricota_Kitrinoviricota	Tolucaviricetes_Flasuviricetes	.	.	.	.
u258517	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	Levivirus	Escherichia virus MS2
u25853	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Picobirnavirus	Picobirnavirus sp.
u258561	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u258563	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	.	.
u258564	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u258575	Lenarviricota	Howeltoviricetes	.	.	.	.
u258697	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Leishmaniavirus	Leishmania RNA virus 2
u258766	.	.	.	.	.	.
u258858	.	.	.	.	.	.
u258865	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u258903	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u258928	.	.	.	.	.	.
u258946	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u258957	Pisuviricota	.	.	.	.	.
u259099	Pisuviricota	.	.	.	.	.
u259115	Lenarviricota	Howeltoviricetes	.	.	.	.
u259137	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales_Wolframvirales	Mitoviridae_Narnaviridae	Mitovirus_Narnavirus	Sclerotinia sclerotiorum mitovirus 3_Entomophthora muscae mitovirus 4_Cryphonectria mitovirus 2_Grapevine associated narnavirus-1_Mitovirus sp._Entomophthora muscae mitovirus 6_Heterobasidion mitovirus 3
u259170	.	.	.	.	.	.
u259236	.	.	.	.	.	.
u259249	Pisuviricota	Duplopiviricetes	.	.	.	.
u259423	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	.
u259458	Pisuviricota	.	.	.	.	.
u25957	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	.	Atrato Flavi-like virus 1
u259605	Lenarviricota	Howeltoviricetes	.	.	.	.
u259637	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales	.	.	.
u259694	Pisuviricota	Pisoniviricetes	.	.	.	.
u259738	Lenarviricota	Amabiliviricetes	.	.	.	.
u259836	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u259861	Lenarviricota	Allassoviricetes	.	.	.	.
u259922	.	.	.	.	.	.
u260039	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u26008	.	.	.	.	.	.
u260131	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u260213	Lenarviricota	Howeltoviricetes	.	.	.	.
u260235	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u26029	Pisuviricota	Pisoniviricetes	Nidovirales	Euroniviridae	.	.
u260313	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u260320	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	Levivirus	.
u260443	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u260454	.	.	.	.	.	.
u26046	.	.	.	.	.	.
u260521	.	.	.	.	.	.
u26062	Pisuviricota	.	.	.	.	.
u260641	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
u260656	.	.	.	.	.	.
u260663	Kitrinoviricota_Pisuviricota	Magsaviricetes	Nodamuvirales	.	.	.
u260707	Pisuviricota	.	.	.	.	.
u260709	Lenarviricota	Howeltoviricetes	.	.	.	.
u260711	Lenarviricota	Allassoviricetes	.	.	.	.
u260788	Lenarviricota	Howeltoviricetes	.	.	.	.
u260834	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u260873	.	.	.	.	.	.
u260880	.	.	.	.	.	.
u260936	Pisuviricota	.	.	.	.	.
u260974	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u261057	Pisuviricota	Pisoniviricetes	.	.	.	.
u261183	.	.	.	.	.	.
u261221	.	.	.	.	.	.
u261291	.	.	.	.	.	.
u261345	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u26135	Pisuviricota	Stelpaviricetes_Pisoniviricetes	Picornavirales	.	.	.
u261395	Pisuviricota	Duplopiviricetes	.	.	.	.
u261410	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u261412	Pisuviricota	Pisoniviricetes	.	.	.	.
u261428	.	.	.	.	.	.
u261488	.	.	.	.	.	.
u261669	.	.	.	.	.	.
u261778	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Allexivirus_Potexvirus	Garlic virus B_Garlic virus D_Garlic virus A_Alfalfa virus S_Shallot virus X_Garlic virus X_Garlic virus E_Arachis pintoi virus_Garlic virus C_Pistachio potex-like virus
u261794	Duplornaviricota	.	.	.	.	.
u26188	Kitrinoviricota	Flasuviricetes	Amarillovirales	.	.	.
u262062	Pisuviricota	.	.	.	.	.
u262070	Duplornaviricota_Kitrinoviricota_Pisuviricota_Lenarviricota	Alsuviricetes	Martellivirales	.	.	Erysiphe necator associated abispo virus 2
u262150	.	.	.	.	.	.
u262170	.	.	.	.	.	.
u262217	Kitrinoviricota_Pisuviricota_Duplornaviricota	Tolucaviricetes_Pisoniviricetes	Tolivirales_Sobelivirales	.	.	.
u262240	Negarnaviricota	Yunchangviricetes	Goujianvirales	Yueviridae	.	.
u262273	Kitrinoviricota_Pisuviricota	Tolucaviricetes_Pisoniviricetes	.	.	.	.
u262375	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u26252	.	.	.	.	.	.
u262567	Lenarviricota	Howeltoviricetes_Miaviricetes	Cryppavirales_Ourlivirales	.	.	.
u262594	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u26262	Pisuviricota	Stelpaviricetes	.	.	.	.
u262634	Pisuviricota	Duplopiviricetes	.	.	.	.
u262797	Kitrinoviricota	Magsaviricetes	Nodamuvirales	.	.	.
u262800	Lenarviricota	Amabiliviricetes	Wolframvirales	.	.	.
u262815	.	.	.	.	.	.
u26294	Pisuviricota	.	.	.	.	.
u262962	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
